   utc      ob   clim   f1    f2    f3    f4    f5    f6    f7
1459418400  16.4  16.1  16.5  16.2  16.2  16.7  15.2  17.9   NA  
1459504800  17.6  12.8  15.8  16.0  16.1  16.1  16.1  15.7  17.4 
1459591200  15.2  12.8   NA   16.6  16.7  16.9  16.9  16.9  17.0 
1459677600  19.5  12.8  18.6   NA   18.5  18.9  18.5  18.5  18.8 
1459764000  14.6  12.8  14.6  15.2   NA   16.9  18.4  19.6  19.6 
1459850400  9.2  12.8  9.6  9.6  9.9   NA   11.2  14.4  14.8 
1459936800  12.6  12.8   NA   10.5  10.0  10.2   NA   11.6  11.9 
1460023200  12.4  12.8  11.4   NA   10.9  11.1  12.1   NA   14.5 
1460109600  14.4  12.8  14.1  14.3   NA   14.0  13.1  14.1   NA  
1460196000  18.0  12.8  16.9  16.8  16.4   NA   13.5  12.2  14.4 
1460282400  16.5  12.8  16.1  15.5  15.2  15.2   NA   13.1  11.9 
1460368800  16.7  12.8  16.4  16.8  14.9  15.6  14.7   NA   12.9 
1460455200  16.2  12.8  16.6  17.3  16.5  16.0  15.5  14.3   NA  
1460541600  14.4  12.8  16.2  15.6  15.7  15.5  14.3  14.8  15.6 
1460628000  16.2  12.8  16.8  17.5  15.8  16.6  14.6  14.0  15.1 
1460714400  14.9  12.8  15.2  15.1  14.7  15.0  15.0  11.3  11.7 
1460800800  17.3  12.8  17.8  17.8  17.4  16.1  16.1  15.7  10.2 
1460887200  16.2  12.8  17.4  16.9  16.9  17.2  17.7  17.7  15.4 
1460973600  14.6  12.8  15.7  15.7  16.1  16.1  15.2  15.5  14.2 
1461060000  12.1  12.8  13.7  13.7  14.0  13.3  13.3  12.8  12.4 
1461146400  10.0  12.8  12.7  12.6  12.6  12.1  11.6  11.6  12.7 
1461232800  12.3  12.8  13.7  12.7  12.7  12.9  11.6  11.5  11.5 
1461319200  12.1  12.8  12.3  12.3  11.9  12.3  12.1  11.4  12.6 
1461405600  15.1  12.8  14.1  14.5  14.8  13.9  15.3  15.5  13.9 
1461492000  16.9  12.8  19.0  18.2  19.7  17.1  16.5  15.1  14.8 
1461578400  19.3  12.8   NA   18.7  18.4  18.1  16.3  15.5  14.9 
1461664800  8.4  12.8  9.6   NA   9.9  10.3  9.7  8.8  8.8 
1461751200   NA   12.8  8.5  7.3   NA   8.0  9.8  9.2  8.5 
1461837600  10.9  12.8  10.5  10.2  10.2   NA   9.0  9.5  10.0 
1461924000  10.8  12.8  11.8  11.6  11.6  10.9   NA   10.5  10.9 
